,Algorithm,Alpha,Trial,Min_Error,Min_Error_Idx,Sum_Error
425,ADMM,145.0,23,0.20111585733240006,2399,875.600133454922
426,ADMM,150.0,23,0.20236508963455174,361,869.6741931969009
427,ADMM,155.0,23,0.2040149422420872,354,863.9009491584106
428,ADMM,160.0,23,0.20460977863372598,813,857.902470184397
429,ADMM,175.0,23,0.20312282855796795,785,840.7919612228083
430,ADMM,200.0,23,0.2017305859506114,790,818.0143111651921
431,ADMM,225.0,23,0.2007966645244784,720,795.9184816404764
432,MPPS,1.0,24,0.17806220501261066,392,476.2822066425071
433,MPPS,5.0,24,0.1757174459617494,164,274.3731821478973
434,MPPS,10.0,24,0.17267438350991468,206,235.2291713526643
435,MPPS,15.0,24,0.174298204384316,305,219.54427786087993
436,MPPS,20.0,24,0.17304017711252764,222,212.83104846422742
437,MPPS,25.0,24,0.17229981835855515,220,209.93477489113724
438,ADMM,1.0,24,2.560490260341264,2399,7619.273015169014
439,ADMM,10.0,24,0.6477672726772116,2399,3621.00712021902
440,ADMM,100.0,24,0.18407060642292866,679,961.4847336178666
441,ADMM,125.0,24,0.17370636219470706,616,899.2957543715384
442,ADMM,140.0,24,0.17242315631311544,589,869.4334653354834
443,ADMM,145.0,24,0.17310783954375675,586,860.5048941967927
444,ADMM,150.0,24,0.1737307844939601,591,852.0476396518184
445,ADMM,155.0,24,0.1739448756594215,589,843.5859544355017
446,ADMM,160.0,24,0.17443054373014621,588,835.7031922723309
447,ADMM,175.0,24,0.17433576643598994,594,814.8752082873539
448,ADMM,200.0,24,0.17632705900025933,580,787.6780676633175
449,ADMM,225.0,24,0.17641824195931788,759,765.3226100463091
450,MPPS,1.0,25,0.37841447681624424,350,595.2846153880689
451,MPPS,5.0,25,0.2731674893303121,146,394.3139249299394
452,MPPS,10.0,25,0.28086751360474427,136,365.4543076490708
453,MPPS,15.0,25,0.298929366057901,238,346.0696949342012
454,MPPS,20.0,25,0.29563273873706675,271,334.54404078907504
455,MPPS,25.0,25,0.2961013978797487,181,330.0747947256983
456,ADMM,1.0,25,2.5815431144656475,2399,7277.208283463113
457,ADMM,10.0,25,0.6917020902756869,2399,3599.9672075520775
458,ADMM,100.0,25,0.32169187515220166,590,1354.7041759819194
459,ADMM,125.0,25,0.3305501178814237,577,1290.705044918385
460,ADMM,140.0,25,0.3310306595103837,563,1258.5234182406236
461,ADMM,145.0,25,0.3309443418354429,411,1249.4127306247833
462,ADMM,150.0,25,0.32599454799918176,400,1241.4142139158773
463,ADMM,155.0,25,0.3200202226734101,357,1234.2089860555552
464,ADMM,160.0,25,0.3120029717427249,354,1227.5009596030468
465,ADMM,175.0,25,0.2892797077181427,342,1210.964898223764
466,ADMM,200.0,25,0.2726625095599787,328,1188.8719468114446
467,ADMM,225.0,25,0.2746152923075485,309,1169.2585909534446
468,MPPS,1.0,26,0.17086135431720936,478,668.3895763825217
469,MPPS,5.0,26,0.20142862332808303,706,305.4032414034871
470,MPPS,10.0,26,0.2147836726719119,397,288.3166990137532
471,MPPS,15.0,26,0.19050656726352408,238,281.4517284677647
472,MPPS,20.0,26,0.19402186210138964,216,280.0376936169318
473,MPPS,25.0,26,0.2095550140600914,160,282.1948331399699
474,ADMM,1.0,26,3.082856984145204,2399,8241.584662222676
475,ADMM,10.0,26,0.9758724683413856,2399,4938.2210987451635
476,ADMM,100.0,26,0.19256331523616962,1664,1093.4644183495764
477,ADMM,125.0,26,0.19616543447025053,2014,1033.009557756799
478,ADMM,140.0,26,0.19962933967161298,1903,1006.4072996398353
479,ADMM,145.0,26,0.20081541456727395,1986,1000.1715954624256
480,ADMM,150.0,26,0.20194626381456698,2075,994.515197250985
481,ADMM,155.0,26,0.20283004996409723,2146,989.4402499920884
482,ADMM,160.0,26,0.20332587842752195,2246,985.029604418047
483,ADMM,175.0,26,0.20457981879117562,2399,976.06866300752
484,ADMM,200.0,26,0.2115506089166482,2399,967.9912506988769
485,ADMM,225.0,26,0.22593457455851124,2399,963.2598876756504
486,MPPS,1.0,27,0.35248380599163226,293,429.12381478755606
487,MPPS,5.0,27,0.27907030651855524,649,332.45405574449603
488,MPPS,10.0,27,0.27275927201723904,697,335.46725942982613
489,MPPS,15.0,27,0.2756094058040264,777,347.3899727521558
490,MPPS,20.0,27,0.29862002233246077,799,358.45406406469135
491,MPPS,25.0,27,0.3189202170084681,479,361.4484868185111
492,ADMM,1.0,27,1.7145983919361456,2399,5737.537746282556
493,ADMM,10.0,27,0.2920826128081575,2399,2003.7462806532135
494,ADMM,100.0,27,0.30984696306260845,2285,1076.771157876461
495,ADMM,125.0,27,0.29620765186825465,2399,1057.3714573722443
496,ADMM,140.0,27,0.2921272491906991,2399,1050.7267051912427
497,ADMM,145.0,27,0.29032218164691787,2399,1049.4505286698945
498,ADMM,150.0,27,0.2880642175916658,2399,1048.7904012248143
499,ADMM,155.0,27,0.28668290100768434,2399,1048.4289386003488
500,ADMM,160.0,27,0.2856804002571077,2399,1048.2488680847812
501,ADMM,175.0,27,0.28331612939727957,2399,1047.7673659830486
502,ADMM,200.0,27,0.27998244529395866,2399,1049.3220837317342
503,ADMM,225.0,27,0.276504700295318,2399,1051.5439617387005
504,MPPS,1.0,28,0.30601465372430703,271,480.6962788272426
505,MPPS,5.0,28,0.3825400354696519,393,409.78850123712505
506,MPPS,10.0,28,0.3594363908283648,305,397.1706892992421
507,MPPS,15.0,28,0.3635465946500917,410,383.43415451842316
508,MPPS,20.0,28,0.356170078143829,538,381.50922745611877
509,MPPS,25.0,28,0.3590408540375862,537,384.2768969670827
510,ADMM,1.0,28,2.0511150618205036,2399,6459.177840459761
511,ADMM,10.0,28,0.3890046258118199,2399,2496.869025246272
512,ADMM,100.0,28,0.3369391538806308,509,1355.719126385649
513,ADMM,125.0,28,0.3561825347150283,519,1349.5472403315364
514,ADMM,140.0,28,0.36614378021591865,515,1340.3614800188602
515,ADMM,145.0,28,0.36898900794386313,512,1336.087400506301
516,ADMM,150.0,28,0.3718084539775463,509,1331.0918162457529
517,ADMM,155.0,28,0.3735226116582504,507,1325.8622310023356
518,ADMM,160.0,28,0.3746506950850929,504,1320.8402697406311
519,ADMM,175.0,28,0.3808717558656042,497,1306.7492411081912
520,ADMM,200.0,28,0.38864822951549327,1052,1285.396656534974
521,ADMM,225.0,28,0.3748130610719702,1100,1265.088273110776
522,MPPS,1.0,29,0.1580649531997664,266,372.899727429824
523,MPPS,5.0,29,0.16553336018868856,500,233.5796180840206
524,MPPS,10.0,29,0.1745513557053657,777,233.92339096879124
525,MPPS,15.0,29,0.18737306022883443,710,242.46853678120289
526,MPPS,20.0,29,0.1910308141717494,799,251.2841514740265
527,MPPS,25.0,29,0.20290647571605228,799,260.1303805032706
528,ADMM,1.0,29,2.0813864155878066,2399,6304.806622749515
529,ADMM,10.0,29,0.15324975693806764,2399,2541.745633573367
530,ADMM,100.0,29,0.15304221466683776,2398,796.5794225278688
531,ADMM,125.0,29,0.1605659613141299,2399,767.3994581790646
532,ADMM,140.0,29,0.16362460644146723,2399,757.2351681495977
533,ADMM,145.0,29,0.1637752808806081,1655,754.6577243510877
534,ADMM,150.0,29,0.16379436420399782,1690,752.7473993295937
535,ADMM,155.0,29,0.1641813668276354,1738,751.1717568770076
536,ADMM,160.0,29,0.16466230006218163,1772,749.7789452829084
537,ADMM,175.0,29,0.16500009079674846,2399,746.5423175456026
538,ADMM,200.0,29,0.16784513188030128,2346,747.3841964715814
539,ADMM,225.0,29,0.17009811625222243,2399,752.7477618382754
540,MPPS,1.0,30,0.2108639294967983,522,499.02287680057975
541,MPPS,5.0,30,0.20251705696212946,230,320.1846017474229
542,MPPS,10.0,30,0.21033906459016624,199,293.41940036896915
543,MPPS,15.0,30,0.22986452809931673,369,287.23591134328046
544,MPPS,20.0,30,0.2382383017206753,480,284.328896418387
545,MPPS,25.0,30,0.24119741033189993,532,285.88245274602474
546,ADMM,1.0,30,2.0840526074778323,2399,6090.986261950661
547,ADMM,10.0,30,0.8291987435335183,2399,3495.655139124486
548,ADMM,100.0,30,0.20308956473716963,898,1116.3447050083141
549,ADMM,125.0,30,0.19256343378251792,903,1068.976580823634
550,ADMM,140.0,30,0.196217112477752,913,1046.0151596852963
551,ADMM,145.0,30,0.19889635709396608,902,1039.1090280940346
552,ADMM,150.0,30,0.20091851597043683,849,1032.6145784819114
553,ADMM,155.0,30,0.20382014471983861,851,1026.481185570577
554,ADMM,160.0,30,0.20673449194165397,845,1020.8251672769786
555,ADMM,175.0,30,0.21469831671663883,840,1006.1861161570474
556,ADMM,200.0,30,0.2271359846367802,708,988.0564598199624
557,ADMM,225.0,30,0.22764080984250204,1449,973.0653826967585
558,MPPS,1.0,31,0.13860163573302955,269,284.5753041536589
559,MPPS,5.0,31,0.14875448383453976,258,188.59349767126753
560,MPPS,10.0,31,0.13476353269492802,173,178.82390839789338
561,MPPS,15.0,31,0.13821468370972972,170,171.68796622866597
562,MPPS,20.0,31,0.13909335138934106,165,168.51265988458198
563,MPPS,25.0,31,0.14221460932688706,165,168.03689130711686
564,ADMM,1.0,31,1.600336430107217,2399,5272.168137397747
565,ADMM,10.0,31,0.17954516374204488,2399,1892.3462452663284
566,ADMM,100.0,31,0.14324458919526137,472,631.271593165515
567,ADMM,125.0,31,0.14779540286929269,992,605.0357247107357
568,ADMM,140.0,31,0.14796939196826697,701,593.2712730574422
569,ADMM,145.0,31,0.14781344378513228,688,589.8067792697043
570,ADMM,150.0,31,0.14698829820152215,684,586.445821431945
571,ADMM,155.0,31,0.14659455836127266,685,583.3232354416353
572,ADMM,160.0,31,0.1466356299548382,677,580.2455922271029
573,ADMM,175.0,31,0.14691785498388205,667,570.1391371440975
574,ADMM,200.0,31,0.1497759018039717,1361,556.1964467483856
575,ADMM,225.0,31,0.1497983277863309,1534,545.971366922034
576,MPPS,1.0,32,0.191371756664185,187,276.98909885566616
577,MPPS,5.0,32,0.14714655996715556,137,211.63208318056553
578,MPPS,10.0,32,0.14728159444972105,110,195.33525105007342
579,MPPS,15.0,32,0.1543682579158513,108,191.21617284181193
580,MPPS,20.0,32,0.15732241075385153,163,189.9531941309261
581,MPPS,25.0,32,0.15769844748191317,108,190.27033333280735
582,ADMM,1.0,32,1.3530024164304255,2399,4813.92378480242
583,ADMM,10.0,32,0.1685261254070952,2399,1408.1798634863446
584,ADMM,100.0,32,0.16106922053683134,532,632.735595099475
585,ADMM,125.0,32,0.16084202054530983,496,616.9806573408237
586,ADMM,140.0,32,0.16096717590329346,483,610.3355186806954
587,ADMM,145.0,32,0.1611736248873504,479,608.0236041459273
588,ADMM,150.0,32,0.16046373992328902,476,606.0527437604028
589,ADMM,155.0,32,0.15973665294025022,475,604.3076983776474
590,ADMM,160.0,32,0.15942881254137148,478,602.7318863693963
591,ADMM,175.0,32,0.1582573555041015,468,599.3918851583674
592,ADMM,200.0,32,0.1578298090093474,455,596.0054421805811
593,ADMM,225.0,32,0.15842496977178563,442,593.2606455465348
594,MPPS,1.0,33,0.16295008989752258,332,310.7443766981378
595,MPPS,5.0,33,0.15925778199371643,424,205.03236410682518
596,MPPS,10.0,33,0.15734631191348786,126,191.56824858040778
597,MPPS,15.0,33,0.16646880357071844,552,189.80618264324968
598,MPPS,20.0,33,0.16037783999026706,156,189.83156540792754
599,MPPS,25.0,33,0.16800965905016807,155,190.24804026000038
600,ADMM,1.0,33,1.8649534308991786,2399,5733.1738568788705
601,ADMM,10.0,33,0.22204205080349879,2399,2041.1745075838928
602,ADMM,100.0,33,0.16694660280328555,949,698.9061891907611
603,ADMM,125.0,33,0.16228177720975356,967,665.608164052552
604,ADMM,140.0,33,0.16162650502085155,1019,649.6742226479265
605,ADMM,145.0,33,0.1623703471562368,1023,644.8180441243351
606,ADMM,150.0,33,0.1632365232342492,1080,640.2685568409113
607,ADMM,155.0,33,0.16246654586438217,1481,636.1855382799961
608,ADMM,160.0,33,0.16170737672018842,1532,632.5569797272278
609,ADMM,175.0,33,0.1596795906506739,1307,623.5955586447603
610,ADMM,200.0,33,0.15845377451878143,1406,611.4835639640228
611,ADMM,225.0,33,0.1587140890405369,1484,603.3571307512912
612,MPPS,1.0,34,2.2511520414948185,799,2481.7039809307553
613,MPPS,5.0,34,0.46801511673062074,658,1142.7892338173665
614,MPPS,10.0,34,0.42657780114355043,421,850.28458119208
615,MPPS,15.0,34,0.4448118376646404,723,772.9064332081872
616,MPPS,20.0,34,0.426377086234084,293,751.2556441921183
617,MPPS,25.0,34,0.3869113357840123,272,735.6773691117719
618,ADMM,1.0,34,4.14363323006711,2399,10164.722124148077
619,ADMM,10.0,34,3.381376654935499,2399,9063.854398290408
620,ADMM,100.0,34,0.678369339645719,2399,4623.543366154741
621,ADMM,125.0,34,0.5298679408620827,2399,4067.7893200976714
622,ADMM,140.0,34,0.4957117329732768,2399,3816.109609831157
623,ADMM,145.0,34,0.49071301945256807,2391,3741.0435997786562
624,ADMM,150.0,34,0.4849098746181223,2333,3669.869189836446
625,ADMM,155.0,34,0.4805420420450442,2271,3602.299583441223
626,ADMM,160.0,34,0.47566621674771353,2209,3538.3794803321393
627,ADMM,175.0,34,0.4677950457382382,2084,3369.666876173861
628,ADMM,200.0,34,0.4497771088572235,1868,3153.279421962282
629,ADMM,225.0,34,0.43190127755640806,1753,3004.982102239191
630,MPPS,1.0,35,0.3480351912090631,375,616.3580818240372
631,MPPS,5.0,35,0.4026154261533165,228,443.0890285522621
632,MPPS,10.0,35,0.42085473086977926,668,431.0430586864513
633,MPPS,15.0,35,0.43043686218490956,78,432.2846114604206
634,MPPS,20.0,35,0.43986609437132185,333,432.4782345232572
635,MPPS,25.0,35,0.4265436416672213,133,431.76237738794015
636,ADMM,1.0,35,2.6931322968716245,2399,7600.454054563337
637,ADMM,10.0,35,0.6853124141661706,2399,3912.152666996625
638,ADMM,100.0,35,0.4146204078187449,1027,1484.5338089723732
639,ADMM,125.0,35,0.4185425083500253,1573,1446.9432992632699
640,ADMM,140.0,35,0.41957314095844506,1300,1429.8895506315152
641,ADMM,145.0,35,0.4203149771242571,1361,1424.6919629978354
642,ADMM,150.0,35,0.41899434574397737,1438,1419.9376726853025
643,ADMM,155.0,35,0.41830871074349824,1463,1415.7723957192602
644,ADMM,160.0,35,0.4185246668284738,1483,1412.0309198184568
645,ADMM,175.0,35,0.4220877585557496,1564,1402.9444029580957
646,ADMM,200.0,35,0.4313352266006419,1832,1392.2631748806575
647,ADMM,225.0,35,0.4329089129293345,2399,1384.3270075707958
648,MPPS,1.0,36,0.21296132130659198,153,316.0105979799731
649,MPPS,5.0,36,0.26474456476221875,100,283.4787636194298
650,MPPS,10.0,36,0.26512396979895486,105,289.25050206324676
651,MPPS,15.0,36,0.2768025108376348,103,292.66620001233406
652,MPPS,20.0,36,0.27885218153568925,149,293.199601630785
653,MPPS,25.0,36,0.2763671210606056,145,291.2966849468162
654,ADMM,1.0,36,1.3024554457314559,2399,4603.236380647138
655,ADMM,10.0,36,0.29832083257927317,1584,1486.2385805652557
656,ADMM,100.0,36,0.20901244160341478,324,919.0650542553184
657,ADMM,125.0,36,0.22434626123576232,315,907.751653821938
658,ADMM,140.0,36,0.23357154544333306,312,902.7091217301448
659,ADMM,145.0,36,0.23629473664788217,313,901.1018187562473
660,ADMM,150.0,36,0.23867758054470364,314,899.2324424771332
661,ADMM,155.0,36,0.24014531057616884,315,897.2728866704158
662,ADMM,160.0,36,0.24128055506204718,311,895.4891566641268
663,ADMM,175.0,36,0.2441448145365645,429,891.3482561340584
664,ADMM,200.0,36,0.24543912578534893,434,886.2150552094876
665,ADMM,225.0,36,0.2441381799181948,442,882.1734114979954
666,MPPS,1.0,37,0.2892232683927502,798,699.7003209155653
667,MPPS,5.0,37,0.24354978372712716,335,386.3948956741167
668,MPPS,10.0,37,0.2745700485253886,685,361.5018104007069
669,MPPS,15.0,37,0.2949632942498189,798,362.2019896762223
670,MPPS,20.0,37,0.31384936986408324,796,368.34497975936824
671,MPPS,25.0,37,0.323885663475466,561,371.6279775990048
672,ADMM,1.0,37,2.293387900738929,2399,6817.663446164697
673,ADMM,10.0,37,1.0486989912581555,2399,3826.036829613484
674,ADMM,100.0,37,0.26669745289087066,1326,1406.954420622353
675,ADMM,125.0,37,0.2798691094227482,1229,1354.8486183748776
676,ADMM,140.0,37,0.285517329015835,1272,1334.882857390505
677,ADMM,145.0,37,0.28760637963790797,1317,1328.5350969729302
678,ADMM,150.0,37,0.2911359646454075,1357,1322.3907118504796
679,ADMM,155.0,37,0.29249946946700967,1109,1316.1664603520326
680,ADMM,160.0,37,0.292738778056279,1138,1310.3793790226193
681,ADMM,175.0,37,0.2959170769972914,1171,1295.7667301298234
682,ADMM,200.0,37,0.30516100145673436,1294,1276.1607292841686
683,ADMM,225.0,37,0.3092728162298924,1259,1262.1097550679679
684,MPPS,1.0,38,0.19839012609919285,286,365.5552501303812
685,MPPS,5.0,38,0.17009752611079382,191,244.1507589456633
686,MPPS,10.0,38,0.17660811791818973,163,218.92160564849996
687,MPPS,15.0,38,0.17990222570445094,332,211.53947632095642
688,MPPS,20.0,38,0.1802877404364948,402,210.38538298342974
689,MPPS,25.0,38,0.184182380207956,448,212.05914075883015
690,ADMM,1.0,38,2.252165339402566,2399,6792.290981694039
691,ADMM,10.0,38,0.3017302645258839,2399,2596.378833286334
692,ADMM,100.0,38,0.17104838459886432,1177,793.4614960695877
693,ADMM,125.0,38,0.16547365283891127,742,756.1711372914974
694,ADMM,140.0,38,0.1656133874453233,745,740.2045125340462
695,ADMM,145.0,38,0.16739899743474923,749,735.6665187171507
696,ADMM,150.0,38,0.17081528118275283,749,731.3148400729283
697,ADMM,155.0,38,0.171987143489892,1162,727.0225185601269
698,ADMM,160.0,38,0.17272072675338437,1063,722.6894617365093
699,ADMM,175.0,38,0.17268489164105472,1072,711.1204986324337
700,ADMM,200.0,38,0.17441917217796243,1140,695.655767965209
701,ADMM,225.0,38,0.1786638093589986,1588,684.2742976047206
702,MPPS,1.0,39,0.2506492863634181,416,356.64071170676436
703,MPPS,5.0,39,0.24160872397478173,788,281.6830890127229
704,MPPS,10.0,39,0.2721332307154891,452,284.2939435146579
705,MPPS,15.0,39,0.27071158311633486,148,279.73015496449136
706,MPPS,20.0,39,0.26624390145043486,221,278.8502613200021
707,MPPS,25.0,39,0.25813882460017246,133,277.9370043218566
708,ADMM,1.0,39,1.915947585416636,2399,6201.2892224471825
709,ADMM,10.0,39,0.20577406916608293,2049,1976.6070346963959
710,ADMM,100.0,39,0.22107770529345655,1558,873.6720365548339
711,ADMM,125.0,39,0.23025328364770475,1912,864.228480944156
712,ADMM,140.0,39,0.23467567783274004,2348,862.9642175980836
713,ADMM,145.0,39,0.23574512564054312,2398,863.2753641317702
714,ADMM,150.0,39,0.2370985377074657,2399,863.395163761033
715,ADMM,155.0,39,0.23817796385924914,2394,863.5262340093598
716,ADMM,160.0,39,0.23969714748392718,2399,863.387453956328
717,ADMM,175.0,39,0.24199611685831315,2399,863.0967194078596
718,ADMM,200.0,39,0.24762860130552472,2399,863.0477225044682
719,ADMM,225.0,39,0.2613303929871438,2399,861.953327314899
720,MPPS,1.0,40,0.3039586042710058,262,431.03103093608405
721,MPPS,5.0,40,0.2521157763440819,137,320.30516578663753
722,MPPS,10.0,40,0.25403524150174545,194,305.45396423823183
723,MPPS,15.0,40,0.26827512177677704,177,304.65067106678674
724,MPPS,20.0,40,0.27559016454072494,157,303.6014820416358
725,MPPS,25.0,40,0.2782682057341141,156,304.10911045612477
726,ADMM,1.0,40,1.9883537799731885,2399,6281.016638176381
727,ADMM,10.0,40,0.31457738235572036,2399,2328.4043932049035
728,ADMM,100.0,40,0.2569827571816352,604,1006.309597195487
729,ADMM,125.0,40,0.26956500036651976,581,971.1398934438791
730,ADMM,140.0,40,0.2747487198004881,586,956.7473383483294
731,ADMM,145.0,40,0.27501721406281626,491,953.2125943558416
732,ADMM,150.0,40,0.27540484799667564,487,949.5997226601343
733,ADMM,155.0,40,0.27627295330922896,482,946.2805862204082
734,ADMM,160.0,40,0.27743545146305365,478,943.3647585101961
735,ADMM,175.0,40,0.27784348529658753,617,935.377483826212
736,ADMM,200.0,40,0.2765048285235699,604,926.8853894571569
737,ADMM,225.0,40,0.2743811666873749,753,921.5972038601699
738,MPPS,1.0,41,0.13148506443428204,350,451.6488888972343
739,MPPS,5.0,41,0.14181082940268833,127,244.88261913806744
740,MPPS,10.0,41,0.14944545824071157,332,219.74354185854315
741,MPPS,15.0,41,0.14984228316401232,281,210.37337364618642
742,MPPS,20.0,41,0.1523444145112854,363,206.3535964910964
743,MPPS,25.0,41,0.1529489894438764,430,204.33284799974638
744,ADMM,1.0,41,2.565479939104056,2399,7104.717764883293
745,ADMM,10.0,41,0.6102547936010866,2399,3659.9843165630255
746,ADMM,100.0,41,0.14489179274245886,677,858.8603764323714
747,ADMM,125.0,41,0.1487832409862428,676,806.183090297403
748,ADMM,140.0,41,0.15155575536572952,806,786.3837600310558
749,ADMM,145.0,41,0.15225640562572332,797,780.9238136835817
750,ADMM,150.0,41,0.15369882137853408,782,775.7968901357514
751,ADMM,155.0,41,0.15451573746702835,774,771.3534797971188
752,ADMM,160.0,41,0.15468185513058577,1991,767.2260774358599
753,ADMM,175.0,41,0.1547601426136159,2211,755.9849339309384
754,ADMM,200.0,41,0.15269807079711217,1146,740.7930962271781
755,ADMM,225.0,41,0.15117021789520532,1230,728.1319588932732
756,MPPS,1.0,42,0.42952096448161237,799,564.1823107710354
757,MPPS,5.0,42,0.36777760417052513,495,414.3747697837232
758,MPPS,10.0,42,0.36460928396922576,341,406.9965587826962
759,MPPS,15.0,42,0.34939588178863007,299,397.8061776013656
760,MPPS,20.0,42,0.3530436079044826,330,392.5741335464598
761,MPPS,25.0,42,0.3580643005110525,255,391.9317333161364
762,ADMM,1.0,42,1.5856346337661853,2399,5235.297444174697
763,ADMM,10.0,42,0.789676584746592,2399,2678.4319930504425
764,ADMM,100.0,42,0.39236614353961113,2380,1436.3693603079162
765,ADMM,125.0,42,0.389898023805332,2233,1397.1302118999695
766,ADMM,140.0,42,0.38444065475838,1606,1378.4262160126852
767,ADMM,145.0,42,0.3825892615149479,1657,1372.477711079266
768,ADMM,150.0,42,0.3810633379091933,1448,1366.8663788489275
769,ADMM,155.0,42,0.3779589174261182,1476,1361.598022225954
770,ADMM,160.0,42,0.3759596314563848,1489,1356.648513283778
771,ADMM,175.0,42,0.3727179255121693,1593,1343.091705595534
772,ADMM,200.0,42,0.3657703311890007,1391,1323.714460888521
773,ADMM,225.0,42,0.3637626992991663,1451,1307.0166039124833
774,MPPS,1.0,43,0.2977676936456558,795,601.8888824517977
775,MPPS,5.0,43,0.23923125960981273,292,385.47237408563774
776,MPPS,10.0,43,0.22803927409999145,261,362.94253179320344
777,MPPS,15.0,43,0.22981483391880678,259,353.9212539250909
778,MPPS,20.0,43,0.2363144125944264,276,349.0102165932368
779,MPPS,25.0,43,0.25350486481303885,239,347.6251313193591
780,ADMM,1.0,43,2.293062890892849,2399,6790.001728881462
781,ADMM,10.0,43,0.9494381591861548,2399,3647.882426571174
782,ADMM,100.0,43,0.25279058652897557,1359,1319.6809399459248
783,ADMM,125.0,43,0.2507166305752776,1219,1268.2909628024872
784,ADMM,140.0,43,0.2480853433700569,1191,1252.3444506619996
785,ADMM,145.0,43,0.24790486983563656,1172,1247.9296103142437
786,ADMM,150.0,43,0.24816115566076274,1138,1243.7031102861965
787,ADMM,155.0,43,0.24728296167993227,1146,1239.6439389435714
788,ADMM,160.0,43,0.24711254518333983,1164,1235.5048428058276
789,ADMM,175.0,43,0.24665037724195077,1113,1224.417125928273
790,ADMM,200.0,43,0.24202483254233692,1103,1208.3970607068572
791,ADMM,225.0,43,0.23795915586064975,1091,1194.821339213594
792,MPPS,1.0,44,0.20724722540740528,350,485.4257749468548
793,MPPS,5.0,44,0.2345219256508989,552,290.3096094991098
794,MPPS,10.0,44,0.2412459906374266,621,267.5103539663428
795,MPPS,15.0,44,0.2524921297651854,85,266.2117284784167
796,MPPS,20.0,44,0.24840177365921767,153,263.8614830967448
797,MPPS,25.0,44,0.23853631341313802,141,262.5218569696185
798,ADMM,1.0,44,2.2895281671746375,2399,6693.536182272249
799,ADMM,10.0,44,0.49381902922047083,2399,3268.568777313657
800,ADMM,100.0,44,0.23822546380045959,1684,1005.3411967865379
801,ADMM,125.0,44,0.23711455226770198,2084,946.2881245489089
802,ADMM,140.0,44,0.2370300562301272,2281,921.6837950829895
803,ADMM,145.0,44,0.23723786976082725,2362,915.3105962427926
804,ADMM,150.0,44,0.2378379401272437,2399,909.7953866408131
805,ADMM,155.0,44,0.23954212000636613,2399,904.5759795960159
806,ADMM,160.0,44,0.24247877824651198,1914,899.6495157224115
807,ADMM,175.0,44,0.2424257129748391,2103,885.2894663434694
808,ADMM,200.0,44,0.24268365811599152,2209,867.2823175522312
809,ADMM,225.0,44,0.2431759189699666,2397,854.8592801036352
810,MPPS,1.0,45,0.16900319852294057,280,315.6956802357329
811,MPPS,5.0,45,0.1547751732948291,147,215.1419390561345
812,MPPS,10.0,45,0.14550562297453756,135,201.84836925373463
813,MPPS,15.0,45,0.14886616384616708,132,198.57455831542737
814,MPPS,20.0,45,0.14909070662142893,161,196.16902492864173
815,MPPS,25.0,45,0.15946236915918052,219,194.43062217323478
816,ADMM,1.0,45,1.8866541274093103,2399,5917.245397989072
817,ADMM,10.0,45,0.16122355108773742,2399,1977.9914912955678
818,ADMM,100.0,45,0.14698909649911598,683,691.0631365053617
819,ADMM,125.0,45,0.15030016258335704,537,664.9311702897288
820,ADMM,140.0,45,0.15102201993713096,516,655.353078807771
821,ADMM,145.0,45,0.15105997959585662,511,652.7104182706614
822,ADMM,150.0,45,0.1509967740883807,510,650.05316712679
823,ADMM,155.0,45,0.15116791218677997,546,647.4687276827169
824,ADMM,160.0,45,0.15094117789822453,541,644.982323682608
825,ADMM,175.0,45,0.148872674111311,514,638.0204399789085
826,ADMM,200.0,45,0.14466768699646396,506,628.2360092792416
827,ADMM,225.0,45,0.1418090372621063,502,621.672486077428
828,MPPS,1.0,46,0.22917506637251542,274,301.7516667844598
829,MPPS,5.0,46,0.21651896312372335,93,254.06233676571784
830,MPPS,10.0,46,0.20734666618226377,109,243.86321174123054
831,MPPS,15.0,46,0.193904644881668,102,241.00666602481454
832,MPPS,20.0,46,0.2097855904362944,91,244.1216100982276
833,MPPS,25.0,46,0.2144480548093809,89,248.28396853470238
834,ADMM,1.0,46,1.6191276964893586,2399,5382.55940575933
835,ADMM,10.0,46,0.225696911428505,2399,1613.2501778292274
836,ADMM,100.0,46,0.22668203560936304,531,795.4793667699289
837,ADMM,125.0,46,0.22493307439889465,526,778.0326922390234
838,ADMM,140.0,46,0.22049525300413686,345,768.4744114992602
839,ADMM,145.0,46,0.21867157477604177,342,765.1743260992542
840,ADMM,150.0,46,0.2169536242330855,338,762.1612765093377
841,ADMM,155.0,46,0.21575220727467306,336,759.4552940770305
842,ADMM,160.0,46,0.2151654952853692,334,756.5628323619746
843,ADMM,175.0,46,0.216424773139926,328,749.352672882442
844,ADMM,200.0,46,0.22172890953631252,677,740.3605395190232
845,ADMM,225.0,46,0.22546434274760338,668,734.2165085877571
846,MPPS,1.0,47,0.1516024064790339,335,324.0719106557537
847,MPPS,5.0,47,0.15835686407984226,157,217.2293544832712
848,MPPS,10.0,47,0.16144436015765729,251,208.56564132938308
849,MPPS,15.0,47,0.16963012616053677,268,205.8240260842107
850,MPPS,20.0,47,0.1734793792028047,629,206.93030204390064
851,MPPS,25.0,47,0.1755794038503863,374,209.71901662817538
852,ADMM,1.0,47,1.8384700947427903,2399,5777.668971142712
853,ADMM,10.0,47,0.20282522157804805,2399,2129.256355803347
854,ADMM,100.0,47,0.15286268352112634,1839,736.5316365498686
