nf,rand,s,xnorm,IP_Deviation,IP_Mean_Deviation,MPPS_Deviation,MPPS_Mean_Deviation,MPPS_Deviation_Dist,MPPS_Mean_Deviation_Dist
0.05,uniform,1000,4.251233022117816,0.14150643816128305,0.021955282043246253,0.10739574153934336,0.017270255080109074,0.11097400673956945,0.017936366137608774
0.05,uniform,1001,4.471724153618234,0.16503565813080298,0.024849268142326814,0.16016089182658888,0.023847848218897825,0.17046952296411566,0.02534178926737554
0.05,uniform,1002,4.487581837627508,0.23896218505689876,0.03392740095641463,0.16991756085954943,0.025775023207091317,0.17451178414066384,0.026775951762951184
0.05,uniform,1003,4.124169806487697,0.10792161181266328,0.017082602816516374,0.10019178069148921,0.01549412538222619,0.10222116167112709,0.015515561133644863
0.05,uniform,1004,4.385951602265668,0.11347608072407633,0.01747620640716547,0.10929302733353839,0.017110195218379205,0.11355015745009073,0.01770720270859124
0.05,uniform,1005,4.3222662968183965,0.12782355804802648,0.01923978145751718,0.13978340051469082,0.01936111709919616,0.14120180793232007,0.019724505132454988
0.05,uniform,1006,4.239602021606628,0.1298094803457448,0.02090011841253331,0.1269414624667688,0.01975566182247023,0.12946226651662598,0.020388090470282005
0.05,uniform,1007,4.5797289826565315,0.14289465579552185,0.018932080427496816,0.1094108494715123,0.0162855998142123,0.11288548131148646,0.016620740631400184
0.05,uniform,1008,4.760884969738608,0.14509809662193535,0.022729794945421863,0.12143221598597376,0.01799988342267065,0.1271472348154165,0.01917124368830451
0.05,uniform,1009,4.097798596584974,0.1464425390601049,0.01996755513122117,0.1361815344437232,0.020563540502583574,0.13708513984687876,0.02074977667172586
0.05,uniform,1010,4.252854124094779,0.12586491832455834,0.018243972999274195,0.15060930925411647,0.02170953442434585,0.15846202838683535,0.02234395803432383
0.05,uniform,1011,4.148587576413284,0.2370132305696324,0.031949887637766156,0.21641685020770363,0.027920242404156012,0.2166598559827437,0.028372341755258025
0.05,uniform,1012,4.371110731773436,0.12203451884697149,0.019628479256492568,0.11179677692715824,0.017321712284649064,0.11494296236223543,0.017825620394942582
0.05,uniform,1013,4.603334807598593,0.1753337544543036,0.025147183731775893,0.17088708112009923,0.02585691917893096,0.17007283796904363,0.02588994547587497
0.05,uniform,1014,4.6315439727465755,0.11942596373850707,0.018573216851173576,0.09085274772791965,0.014582840322120897,0.09367969800564732,0.015131042494952148
0.05,uniform,1015,4.759630235461066,0.28216958839421563,0.037185847628723366,0.20140883253792952,0.025745591739456446,0.2041528160079051,0.026334780546570912
0.05,uniform,1016,4.435243476297318,0.16303551721095652,0.02337378951547682,0.1438774455937324,0.01936639707225335,0.1461177096993085,0.01977242175233989
0.05,uniform,1017,4.8718628705686235,0.1286570032824484,0.020785026635282304,0.13638252445309115,0.021085052949118308,0.13557018733680518,0.021353369571192524
0.05,uniform,1018,4.475934225956288,0.17348151359317424,0.02915758929492817,0.1476708866582883,0.024326036330199013,0.1475945521912062,0.02422027303967706
0.05,uniform,1019,4.298484842368998,0.1188140181225736,0.017894811109132443,0.11215468110117424,0.016267503860788533,0.11519907690743802,0.01685690574327089
0.05,uniform,1020,4.293205040568274,0.16097770411328427,0.022678845013315765,0.1817398789667784,0.024277994298055845,0.19019622376060077,0.02571573844870927
0.05,uniform,1021,4.199631333431728,0.1620954748899484,0.02274151578323885,0.1347827786747626,0.021304248604651722,0.13492252011896408,0.0210605115054426
0.05,uniform,1022,4.234805163726585,0.21581434475992137,0.03210782354288347,0.2072738111055292,0.030288384920909902,0.20934038971215144,0.030505919124704368
0.05,uniform,1023,4.56129384948296,0.1588376460176351,0.022626321588962394,0.13711723524809902,0.02026746636164876,0.13728001546993954,0.020287459215178858
0.05,uniform,1024,4.55923636616163,0.17513720259141088,0.0267526584617515,0.16832552471179754,0.02603288315470164,0.16811111178546778,0.02592499603194946
0.05,uniform,1025,4.414356552917782,0.2160083902308589,0.030071840721508383,0.21477167564309843,0.029923082310234973,0.22212667697890096,0.03083131609654797
0.05,uniform,1026,5.078565550429603,0.16817016487463335,0.025695472833722303,0.16298684725536874,0.024814021754402515,0.16666276003799355,0.02552918063998365
0.05,uniform,1027,4.648780110964716,0.21403343851395087,0.030909137332490618,0.19035249562434073,0.02721453802887482,0.193472055143975,0.02720936315888801
0.05,uniform,1028,4.1345007941759615,0.1738871442560691,0.022487483292646306,0.11264211477090738,0.015114873722447911,0.11863018591347464,0.01627456199291197
0.05,uniform,1029,4.563327053499383,0.14577815698483934,0.021372716182160873,0.1118984359719907,0.01719974501447299,0.12287936239175501,0.018994257569749574
0.05,uniform,1030,4.655430481891177,0.10961342923237088,0.01770884301526792,0.10848640089568222,0.017045409156598367,0.1100562275505201,0.017598513319517003
0.05,uniform,1031,4.15265742393332,0.16062566945995624,0.0218949429675796,0.16718011621951895,0.023162058336909305,0.16532516850410445,0.02296834145134952
0.05,uniform,1032,4.425169573861533,0.12299024959728054,0.018651140830523598,0.13011168392866854,0.0200924231467396,0.13468925681396726,0.020751369003582494
0.05,uniform,1033,4.109116293757711,0.11350492900593151,0.017651523593518605,0.11754813902388432,0.017442304858997372,0.11892025388880997,0.017891689717563674
0.05,uniform,1034,4.264059869800474,0.124276866430797,0.01972876562816711,0.12626117853758795,0.019427925100088523,0.12947883458870563,0.020033348596236237
